"ensemble_id","gene_name","description"
"ENSG00000149201","CCDC81","coiled-coil domain containing 81 [Source:HGNC Symbol;Acc:HGNC:26281]"
"ENSG00000169683","LRRC45","leucine rich repeat containing 45 [Source:HGNC Symbol;Acc:HGNC:28302]"
"ENSG00000087191","PSMC5","proteasome 26S subunit, ATPase 5 [Source:HGNC Symbol;Acc:HGNC:9552]"
"ENSG00000163053","SLC16A14","solute carrier family 16 member 14 [Source:HGNC Symbol;Acc:HGNC:26417]"
"ENSG00000185551","NR2F2","nuclear receptor subfamily 2 group F member 2 [Source:HGNC Symbol;Acc:HGNC:7976]"
"ENSG00000069275","NUCKS1","nuclear casein kinase and cyclin dependent kinase substrate 1 [Source:HGNC Symbol;Acc:HGNC:29923]"
"ENSG00000086506","HBQ1","hemoglobin subunit theta 1 [Source:HGNC Symbol;Acc:HGNC:4833]"
"ENSG00000270170","NCBP2AS2","NCBP2 antisense 2 (head to head) [Source:HGNC Symbol;Acc:HGNC:25121]"
"ENSG00000198677","TTC37","tetratricopeptide repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:23639]"
"ENSG00000119227","PIGZ","phosphatidylinositol glycan anchor biosynthesis class Z [Source:HGNC Symbol;Acc:HGNC:30596]"
"ENSG00000180921","FAM83H","family with sequence similarity 83 member H [Source:HGNC Symbol;Acc:HGNC:24797]"
"ENSG00000169689","CENPX","centromere protein X [Source:HGNC Symbol;Acc:HGNC:11422]"
"ENSG00000114209","PDCD10","programmed cell death 10 [Source:HGNC Symbol;Acc:HGNC:8761]"
"ENSG00000166455","C16orf46","chromosome 16 open reading frame 46 [Source:HGNC Symbol;Acc:HGNC:26525]"
"ENSG00000203499","IQANK1","IQ motif and ankyrin repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:49576]"
"ENSG00000172016","REG3A","regenerating family member 3 alpha [Source:HGNC Symbol;Acc:HGNC:8601]"
"ENSG00000110958","PTGES3","prostaglandin E synthase 3 [Source:HGNC Symbol;Acc:HGNC:16049]"
"ENSG00000083097","DOP1A","DOP1 leucine zipper like protein A [Source:HGNC Symbol;Acc:HGNC:21194]"
"ENSG00000284512","AC092718.8","novel protein"
"ENSG00000140905","GCSH","glycine cleavage system protein H [Source:HGNC Symbol;Acc:HGNC:4208]"
"ENSG00000123700","KCNJ2","potassium inwardly rectifying channel subfamily J member 2 [Source:HGNC Symbol;Acc:HGNC:6263]"
"ENSG00000068784","SRBD1","S1 RNA binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25521]"
"ENSG00000136450","SRSF1","serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]"
"ENSG00000170310","STX8","syntaxin 8 [Source:HGNC Symbol;Acc:HGNC:11443]"
"ENSG00000163975","MELTF","melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]"
"ENSG00000126460","PRRG2","proline rich and Gla domain 2 [Source:HGNC Symbol;Acc:HGNC:9470]"
"ENSG00000223510","CDRT15","CMT1A duplicated region transcript 15 [Source:HGNC Symbol;Acc:HGNC:14395]"
"ENSG00000128050","PAICS","phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase [Source:HGNC Symbol;Acc:HGNC:8587]"
"ENSG00000117643","MAN1C1","mannosidase alpha class 1C member 1 [Source:HGNC Symbol;Acc:HGNC:19080]"
"ENSG00000155115","GTF3C6","general transcription factor IIIC subunit 6 [Source:HGNC Symbol;Acc:HGNC:20872]"
"ENSG00000266086","AC015813.2","novel transcript"
"ENSG00000143379","SETDB1","SET domain bifurcated histone lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10761]"
"ENSG00000267060","PTGES3L","prostaglandin E synthase 3 like [Source:HGNC Symbol;Acc:HGNC:43943]"
"ENSG00000205609","EIF3CL","eukaryotic translation initiation factor 3 subunit C like [Source:HGNC Symbol;Acc:HGNC:26347]"
"ENSG00000181322","NME9","NME/NM23 family member 9 [Source:HGNC Symbol;Acc:HGNC:21343]"
"ENSG00000099365","STX1B","syntaxin 1B [Source:HGNC Symbol;Acc:HGNC:18539]"
"ENSG00000111186","WNT5B","Wnt family member 5B [Source:HGNC Symbol;Acc:HGNC:16265]"
"ENSG00000144847","IGSF11","immunoglobulin superfamily member 11 [Source:HGNC Symbol;Acc:HGNC:16669]"
"ENSG00000108592","FTSJ3","FtsJ RNA 2'-O-methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:17136]"
"ENSG00000251287","ALG1L2","ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase like 2 [Source:HGNC Symbol;Acc:HGNC:37258]"
"ENSG00000278174","NSF","N-ethylmaleimide sensitive factor, vesicle fusing ATPase [Source:HGNC Symbol;Acc:HGNC:8016]"
"ENSG00000101082","SLA2","Src like adaptor 2 [Source:HGNC Symbol;Acc:HGNC:17329]"
"ENSG00000171054","OR13H1","olfactory receptor family 13 subfamily H member 1 [Source:HGNC Symbol;Acc:HGNC:14755]"
"ENSG00000171823","FBXL14","F-box and leucine rich repeat protein 14 [Source:HGNC Symbol;Acc:HGNC:28624]"
"ENSG00000079263","SP140","SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133]"
"ENSG00000259399","TGIF2-RAB5IF","TGIF2-RAB5IF readthrough [Source:HGNC Symbol;Acc:HGNC:44664]"
"ENSG00000147183","CPXCR1","CPX chromosome region candidate 1 [Source:HGNC Symbol;Acc:HGNC:2332]"
"ENSG00000013392","RWDD2A","RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]"
"ENSG00000249693","THEGL","theg spermatid protein like [Source:HGNC Symbol;Acc:HGNC:43771]"
"ENSG00000118707","TGIF2","TGFB induced factor homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15764]"
"ENSG00000116132","PRRX1","paired related homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9142]"
"ENSG00000167363","FN3K","fructosamine 3 kinase [Source:HGNC Symbol;Acc:HGNC:24822]"
"ENSG00000197587","DMBX1","diencephalon/mesencephalon homeobox 1 [Source:HGNC Symbol;Acc:HGNC:19026]"
"ENSG00000092978","GPATCH2","G-patch domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25499]"
"ENSG00000276468","KIR2DP1","killer cell immunoglobulin like receptor, two Ig domains pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:16344]"
"ENSG00000116478","HDAC1","histone deacetylase 1 [Source:HGNC Symbol;Acc:HGNC:4852]"
"ENSG00000174780","SRP72","signal recognition particle 72 [Source:HGNC Symbol;Acc:HGNC:11303]"
"ENSG00000253719","ATXN7L3B","ataxin 7 like 3B [Source:HGNC Symbol;Acc:HGNC:37931]"
"ENSG00000147255","IGSF1","immunoglobulin superfamily member 1 [Source:HGNC Symbol;Acc:HGNC:5948]"
"ENSG00000167077","MEI1","meiotic double-stranded break formation protein 1 [Source:HGNC Symbol;Acc:HGNC:28613]"
"ENSG00000114544","SLC41A3","solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046]"
"ENSG00000130876","SLC7A10","solute carrier family 7 member 10 [Source:HGNC Symbol;Acc:HGNC:11058]"
"ENSG00000101084","RAB5IF","RAB5 interacting factor [Source:HGNC Symbol;Acc:HGNC:15870]"
"ENSG00000142546","NOSIP","nitric oxide synthase interacting protein [Source:HGNC Symbol;Acc:HGNC:17946]"
"ENSG00000114098","ARMC8","armadillo repeat containing 8 [Source:HGNC Symbol;Acc:HGNC:24999]"
"ENSG00000116752","BCAS2","BCAS2 pre-mRNA processing factor [Source:HGNC Symbol;Acc:HGNC:975]"
"ENSG00000167550","RHEBL1","RHEB like 1 [Source:HGNC Symbol;Acc:HGNC:21166]"
"ENSG00000232593","KANTR","KDM5C adjacent transcript [Source:HGNC Symbol;Acc:HGNC:49510]"
"ENSG00000188389","PDCD1","programmed cell death 1 [Source:HGNC Symbol;Acc:HGNC:8760]"
"ENSG00000117280","RAB29","RAB29, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9789]"
"ENSG00000130881","LRP3","LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695]"
"ENSG00000157600","TMEM164","transmembrane protein 164 [Source:HGNC Symbol;Acc:HGNC:26217]"
"ENSG00000276875","KIR3DL3","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3 [Source:HGNC Symbol;Acc:HGNC:16312]"
"ENSG00000188011","RTP5","receptor transporter protein 5 (putative) [Source:HGNC Symbol;Acc:HGNC:26585]"
"ENSG00000067445","TRO","trophinin [Source:HGNC Symbol;Acc:HGNC:12326]"
"ENSG00000114738","MAPKAPK3","MAPK activated protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:6888]"
"ENSG00000143418","CERS2","ceramide synthase 2 [Source:HGNC Symbol;Acc:HGNC:14076]"
"ENSG00000125430","HS3ST3B1","heparan sulfate-glucosamine 3-sulfotransferase 3B1 [Source:HGNC Symbol;Acc:HGNC:5198]"
"ENSG00000106153","CHCHD2","coiled-coil-helix-coiled-coil-helix domain containing 2 [Source:HGNC Symbol;Acc:HGNC:21645]"
"ENSG00000186416","NKRF","NFKB repressing factor [Source:HGNC Symbol;Acc:HGNC:19374]"
"ENSG00000216921","FAM240C","family with sequence similarity 240 member C [Source:HGNC Symbol;Acc:HGNC:54200]"
"ENSG00000204228","HSD17B8","hydroxysteroid 17-beta dehydrogenase 8 [Source:HGNC Symbol;Acc:HGNC:3554]"
"ENSG00000110921","MVK","mevalonate kinase [Source:HGNC Symbol;Acc:HGNC:7530]"
"ENSG00000206329","PPT2","palmitoyl-protein thioesterase 2 [Source:HGNC Symbol;Acc:HGNC:9326]"
"ENSG00000130723","PRRC2B","proline rich coiled-coil 2B [Source:HGNC Symbol;Acc:HGNC:28121]"
"ENSG00000185290","NUPR2","nuclear protein 2, transcriptional regulator [Source:HGNC Symbol;Acc:HGNC:44164]"
"ENSG00000133019","CHRM3","cholinergic receptor muscarinic 3 [Source:HGNC Symbol;Acc:HGNC:1952]"
"ENSG00000228575","MDC1","mediator of DNA damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]"
"ENSG00000226941","RBMY1J","RNA binding motif protein Y-linked family 1 member J [Source:HGNC Symbol;Acc:HGNC:23917]"
"ENSG00000163319","MRPS18C","mitochondrial ribosomal protein S18C [Source:HGNC Symbol;Acc:HGNC:16633]"
"ENSG00000163050","COQ8A","coenzyme Q8A [Source:HGNC Symbol;Acc:HGNC:16812]"
"ENSG00000121966","CXCR4","C-X-C motif chemokine receptor 4 [Source:HGNC Symbol;Acc:HGNC:2561]"
"ENSG00000178175","ZNF366","zinc finger protein 366 [Source:HGNC Symbol;Acc:HGNC:18316]"
"ENSG00000139921","TMX1","thioredoxin related transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:15487]"
"ENSG00000282881","TMEM275","transmembrane protein 275 [Source:HGNC Symbol;Acc:HGNC:53938]"
"ENSG00000077721","UBE2A","ubiquitin conjugating enzyme E2 A [Source:HGNC Symbol;Acc:HGNC:12472]"
"ENSG00000114737","CISH","cytokine inducible SH2 containing protein [Source:HGNC Symbol;Acc:HGNC:1984]"
"ENSG00000082458","DLG3","discs large MAGUK scaffold protein 3 [Source:HGNC Symbol;Acc:HGNC:2902]"
"ENSG00000197651","CCER1","coiled-coil glutamate rich protein 1 [Source:HGNC Symbol;Acc:HGNC:28373]"
"ENSG00000275583","CU464060.1","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2 [Source:NCBI gene;Acc:100132285]"
"ENSG00000079277","MKNK1","MAPK interacting serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:7110]"
"ENSG00000083782","EPYC","epiphycan [Source:HGNC Symbol;Acc:HGNC:3053]"
"ENSG00000184949","FAM227A","family with sequence similarity 227 member A [Source:HGNC Symbol;Acc:HGNC:44197]"
"ENSG00000196503","ARL9","ADP ribosylation factor like GTPase 9 [Source:HGNC Symbol;Acc:HGNC:23592]"
"ENSG00000163322","ABRAXAS1","abraxas 1, BRCA1 A complex subunit [Source:HGNC Symbol;Acc:HGNC:25829]"
"ENSG00000169856","ONECUT1","one cut homeobox 1 [Source:HGNC Symbol;Acc:HGNC:8138]"
"ENSG00000153779","TGIF2LX","TGFB induced factor homeobox 2 like X-linked [Source:HGNC Symbol;Acc:HGNC:18570]"
"ENSG00000182378","PLCXD1","phosphatidylinositol specific phospholipase C X domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23148]"
"ENSG00000139330","KERA","keratocan [Source:HGNC Symbol;Acc:HGNC:6309]"
"ENSG00000100147","CCDC134","coiled-coil domain containing 134 [Source:HGNC Symbol;Acc:HGNC:26185]"
"ENSG00000156313","RPGR","retinitis pigmentosa GTPase regulator [Source:HGNC Symbol;Acc:HGNC:10295]"
"ENSG00000264364","DYNLL2","dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596]"
"ENSG00000164896","FASTK","Fas activated serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:24676]"
"ENSG00000169789","PRY","PTPN13 like Y-linked [Source:HGNC Symbol;Acc:HGNC:14024]"
"ENSG00000162814","SPATA17","spermatogenesis associated 17 [Source:HGNC Symbol;Acc:HGNC:25184]"
"ENSG00000167751","KLK2","kallikrein related peptidase 2 [Source:NCBI gene;Acc:3817]"
"ENSG00000163536","SERPINI1","serpin family I member 1 [Source:HGNC Symbol;Acc:HGNC:8943]"
"ENSG00000175216","CKAP5","cytoskeleton associated protein 5 [Source:HGNC Symbol;Acc:HGNC:28959]"
"ENSG00000137691","CFAP300","cilia and flagella associated protein 300 [Source:HGNC Symbol;Acc:HGNC:28188]"
"ENSG00000006831","ADIPOR2","adiponectin receptor 2 [Source:HGNC Symbol;Acc:HGNC:24041]"
"ENSG00000089159","PXN","paxillin [Source:HGNC Symbol;Acc:HGNC:9718]"
"ENSG00000274921","KIR2DS4","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4 [Source:HGNC Symbol;Acc:HGNC:6336]"
"ENSG00000141194","OR4D1","olfactory receptor family 4 subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:8293]"
"ENSG00000135899","SP110","SP110 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:5401]"
"ENSG00000178605","GTPBP6","GTP binding protein 6 (putative) [Source:HGNC Symbol;Acc:HGNC:30189]"
"ENSG00000140798","ABCC12","ATP binding cassette subfamily C member 12 [Source:HGNC Symbol;Acc:HGNC:14640]"
"ENSG00000174740","PABPC5","poly(A) binding protein cytoplasmic 5 [Source:HGNC Symbol;Acc:HGNC:13629]"
"ENSG00000206331","PRRT1","proline rich transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:13943]"
"ENSG00000139428","MMAB","metabolism of cobalamin associated B [Source:HGNC Symbol;Acc:HGNC:19331]"
"ENSG00000255713","OR4D2","olfactory receptor family 4 subfamily D member 2 [Source:HGNC Symbol;Acc:HGNC:8294]"
"ENSG00000274412","KIR2DL2","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6330]"
"ENSG00000175984","DENND2C","DENN domain containing 2C [Source:HGNC Symbol;Acc:HGNC:24748]"
"ENSG00000139549","DHH","desert hedgehog signaling molecule [Source:HGNC Symbol;Acc:HGNC:2865]"
"ENSG00000166006","KCNC2","potassium voltage-gated channel subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:6234]"
"ENSG00000164733","CTSB","cathepsin B [Source:HGNC Symbol;Acc:HGNC:2527]"
"ENSG00000244444","EGFL8","EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944]"
"ENSG00000108061","SHOC2","SHOC2 leucine rich repeat scaffold protein [Source:HGNC Symbol;Acc:HGNC:15454]"
"ENSG00000064313","TAF2","TATA-box binding protein associated factor 2 [Source:HGNC Symbol;Acc:HGNC:11536]"
"ENSG00000162430","SELENON","selenoprotein N [Source:HGNC Symbol;Acc:HGNC:15999]"
"ENSG00000102048","ASB9","ankyrin repeat and SOCS box containing 9 [Source:HGNC Symbol;Acc:HGNC:17184]"
"ENSG00000273911","KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2 [Source:HGNC Symbol;Acc:HGNC:6339]"
"ENSG00000139842","CUL4A","cullin 4A [Source:HGNC Symbol;Acc:HGNC:2554]"
"ENSG00000143862","ARL8A","ADP ribosylation factor like GTPase 8A [Source:HGNC Symbol;Acc:HGNC:25192]"
"ENSG00000147874","HAUS6","HAUS augmin like complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:25948]"
"ENSG00000115657","ABCB6","ATP binding cassette subfamily B member 6 (Langereis blood group) [Source:HGNC Symbol;Acc:HGNC:47]"
"ENSG00000136895","GARNL3","GTPase activating Rap/RanGAP domain like 3 [Source:HGNC Symbol;Acc:HGNC:25425]"
"ENSG00000127423","AUNIP","aurora kinase A and ninein interacting protein [Source:HGNC Symbol;Acc:HGNC:28363]"
"ENSG00000206324","AGPAT1","1-acylglycerol-3-phosphate O-acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:324]"
"ENSG00000170075","GPR37L1","G protein-coupled receptor 37 like 1 [Source:HGNC Symbol;Acc:HGNC:14923]"
"ENSG00000173905","GOLIM4","golgi integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:15448]"
"ENSG00000142961","MOB3C","MOB kinase activator 3C [Source:HGNC Symbol;Acc:HGNC:29800]"
"ENSG00000121053","EPX","eosinophil peroxidase [Source:HGNC Symbol;Acc:HGNC:3423]"
"ENSG00000117640","MTFR1L","mitochondrial fission regulator 1 like [Source:HGNC Symbol;Acc:HGNC:28836]"
"ENSG00000154640","BTG3","BTG anti-proliferation factor 3 [Source:HGNC Symbol;Acc:HGNC:1132]"
"ENSG00000137693","YAP1","Yes associated protein 1 [Source:HGNC Symbol;Acc:HGNC:16262]"
"ENSG00000162456","KNCN","kinocilin [Source:HGNC Symbol;Acc:HGNC:26488]"
"ENSG00000155363","MOV10","Mov10 RISC complex RNA helicase [Source:HGNC Symbol;Acc:HGNC:7200]"
"ENSG00000130300","PLVAP","plasmalemma vesicle associated protein [Source:HGNC Symbol;Acc:HGNC:13635]"
"ENSG00000144820","ADGRG7","adhesion G protein-coupled receptor G7 [Source:HGNC Symbol;Acc:HGNC:19241]"
"ENSG00000259417","CTXND1","cortexin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:50507]"
"ENSG00000251012","AC083800.1","novel chromosome 3 open reading frame 30 (C3orf30) and uroplakin 1B (UPK1B)"
"ENSG00000163424","TEX55","testis expressed 55 [Source:HGNC Symbol;Acc:HGNC:26553]"
"ENSG00000094963","FMO2","flavin containing dimethylaniline monoxygenase 2 [Source:HGNC Symbol;Acc:HGNC:3770]"
"ENSG00000175130","MARCKSL1","MARCKS like 1 [Source:HGNC Symbol;Acc:HGNC:7142]"
"ENSG00000114638","UPK1B","uroplakin 1B [Source:HGNC Symbol;Acc:HGNC:12578]"
"ENSG00000164897","TMUB1","transmembrane and ubiquitin like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21709]"
"ENSG00000018625","ATP1A2","ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]"
"ENSG00000139354","GAS2L3","growth arrest specific 2 like 3 [Source:HGNC Symbol;Acc:HGNC:27475]"
"ENSG00000166971","AKTIP","AKT interacting protein [Source:HGNC Symbol;Acc:HGNC:16710]"
"ENSG00000100299","ARSA","arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]"
"ENSG00000132554","RGS22","regulator of G protein signaling 22 [Source:HGNC Symbol;Acc:HGNC:24499]"
"ENSG00000117501","MROH9","maestro heat like repeat family member 9 [Source:HGNC Symbol;Acc:HGNC:26287]"
"ENSG00000214954","LRRC69","leucine rich repeat containing 69 [Source:HGNC Symbol;Acc:HGNC:34303]"
"ENSG00000284820","AC068946.2","novel protein"
"ENSG00000125398","SOX9","SRY-box transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:11204]"
"ENSG00000188687","SLC4A5","solute carrier family 4 member 5 [Source:HGNC Symbol;Acc:HGNC:18168]"
"ENSG00000198925","ATG9A","autophagy related 9A [Source:HGNC Symbol;Acc:HGNC:22408]"
"ENSG00000275031","METRNL","meteorin like, glial cell differentiation regulator [Source:HGNC Symbol;Acc:HGNC:27584]"
"ENSG00000126226","PCID2","PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653]"
"ENSG00000172840","PDP2","pyruvate dehyrogenase phosphatase catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:30263]"
"ENSG00000254875","AL845464.1","novel transcript, PPT2-EGFL8 readthrough"
"ENSG00000007933","FMO3","flavin containing dimethylaniline monoxygenase 3 [Source:HGNC Symbol;Acc:HGNC:3771]"
"ENSG00000176108","CHMP6","charged multivesicular body protein 6 [Source:HGNC Symbol;Acc:HGNC:25675]"
"ENSG00000147606","SLC26A7","solute carrier family 26 member 7 [Source:HGNC Symbol;Acc:HGNC:14467]"
"ENSG00000175536","LIPT2","lipoyl(octanoyl) transferase 2 [Source:HGNC Symbol;Acc:HGNC:37216]"
"ENSG00000146006","LRRTM2","leucine rich repeat transmembrane neuronal 2 [Source:HGNC Symbol;Acc:HGNC:19409]"
"ENSG00000172775","PSME3IP1","proteasome activator subunit 3 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29856]"
"ENSG00000151553","FAM160B1","family with sequence similarity 160 member B1 [Source:HGNC Symbol;Acc:HGNC:29320]"
"ENSG00000175931","UBE2O","ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]"
"ENSG00000077514","POLD3","DNA polymerase delta 3, accessory subunit [Source:HGNC Symbol;Acc:HGNC:20932]"
"ENSG00000044115","CTNNA1","catenin alpha 1 [Source:HGNC Symbol;Acc:HGNC:2509]"
"ENSG00000010932","FMO1","flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]"
"ENSG00000144229","THSD7B","thrombospondin type 1 domain containing 7B [Source:HGNC Symbol;Acc:HGNC:29348]"
"ENSG00000255054","AL020996.2","novel protein"
"ENSG00000103479","RBL2","RB transcriptional corepressor like 2 [Source:HGNC Symbol;Acc:HGNC:9894]"
"ENSG00000172752","COL6A5","collagen type VI alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:26674]"
"ENSG00000175634","RPS6KB2","ribosomal protein S6 kinase B2 [Source:HGNC Symbol;Acc:HGNC:10437]"
"ENSG00000184939","ZFP90","ZFP90 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:23329]"
"ENSG00000118640","VAMP8","vesicle associated membrane protein 8 [Source:HGNC Symbol;Acc:HGNC:12647]"
"ENSG00000164109","MAD2L1","mitotic arrest deficient 2 like 1 [Source:HGNC Symbol;Acc:HGNC:6763]"
"ENSG00000114354","TFG","trafficking from ER to golgi regulator [Source:HGNC Symbol;Acc:HGNC:11758]"
"ENSG00000198911","SREBF2","sterol regulatory element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11290]"
"ENSG00000165832","TRUB1","TruB pseudouridine synthase family member 1 [Source:HGNC Symbol;Acc:HGNC:16060]"
"ENSG00000085276","MECOM","MDS1 and EVI1 complex locus [Source:HGNC Symbol;Acc:HGNC:3498]"
"ENSG00000168899","VAMP5","vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]"
"ENSG00000159261","CLDN14","claudin 14 [Source:HGNC Symbol;Acc:HGNC:2035]"
"ENSG00000225828","FAM229A","family with sequence similarity 229 member A [Source:HGNC Symbol;Acc:HGNC:44652]"
"ENSG00000150540","HNMT","histamine N-methyltransferase [Source:HGNC Symbol;Acc:HGNC:5028]"
"ENSG00000162526","TSSK3","testis specific serine kinase 3 [Source:HGNC Symbol;Acc:HGNC:15473]"
"ENSG00000167522","ANKRD11","ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316]"
"ENSG00000269720","CCDC194","coiled-coil domain containing 194 [Source:HGNC Symbol;Acc:HGNC:53438]"
"ENSG00000130303","BST2","bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]"
"ENSG00000136861","CDK5RAP2","CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]"
"ENSG00000167749","KLK4","kallikrein related peptidase 4 [Source:HGNC Symbol;Acc:HGNC:6365]"
